SLUG,ORDRE,NUMÉRO,TITRE,SOUS-TITRE,CATÉGORIE,DATE (AAAA-MM-JJ),DATE FR,DATE EN,STATUT FR,STATUT EN,COULEUR STATUT,LIEU,SALLE,DESCRIPTION COURTE,HOME DESC FR,HOME DESC EN,HOME PÉRIODE FR,HOME PÉRIODE EN,IMAGE PRINCIPALE,IMAGES SUPPLÉMENTAIRES (séparer par ;),ALT IMAGE,TICKET URL,TICKET LABEL,DOSSIER URL,DOSSIER LABEL FR,DOSSIER LABEL EN,DOSSIER DOWNLOAD (OUI/NON),GOOGLE PHOTOS URL,PAGE GALERIE,GALERIE LABEL,SUR HOME (OUI/NON),SUR ÉVÉNEMENTS (OUI/NON),SUR PAGE NUITS (OUI/NON),FEATURED (OUI/NON),STATUS,REVERSE (OUI/NON)
## Identifiant unique interne (ne jamais modifier),Ordre d'affichage dans les listes,Numéro affiché visuellement sur la carte (ex: 01),"Titre de l'événement — affiché sur la homepage, page événements et page dédiée",Sous-titre affiché sur la page de l'événement,Catégorie interne (non affichée sur le site),Date technique ISO pour le tri (ex: 2026-02-12),Date affichée sur la homepage en français (ex: 12 février 2026),Date affichée sur la homepage en anglais,"Statut affiché à la place de la date en français (ex: En vente, Passé, À venir)",Statut affiché en anglais,Couleur du statut : 'red' pour rouge — laissez vide sinon,"Lieu général affiché dans les infos pratiques (ville, espace)",Salle précise affichée dans les infos pratiques,Texte court affiché sous le titre sur la page événements,Texte de description affiché sur la carte homepage en français,Texte de description affiché sur la carte homepage en anglais,"Période affichée sur la carte homepage en français (ex: Annuel, Mensuel)",Période affichée sur la carte homepage en anglais,Photo principale — affichée sur la homepage et en haut de la page événement,Photos supplémentaires pour le carrousel de la page événement — séparées par ;,Texte alternatif de l'image (pour l'accessibilité et le SEO),"Lien billetterie spécifique à cet événement (Shotgun, etc.)",Texte affiché sur le bouton billetterie,Lien vers le dossier de présentation de l'événement,Texte du bouton dossier en français,Texte du bouton dossier en anglais,OUI = téléchargement direct du dossier / NON = ouverture dans l'onglet,Lien vers l'album Google Photos complet de cet événement,Nom du fichier HTML de la galerie associée (ex: galerie-begins.html),Nom affiché pour le bouton vers la galerie,OUI = carte visible sur la homepage,OUI = visible sur la page Événements,OUI = visible sur la page Notre Label (Nuits Dauphine),OUI = mis en avant visuellement sur la page événements (grande carte),Statut technique interne,OUI = inverser l'ordre texte/image sur la carte homepage
begins,1,01,Begin's,Lancement d'année · Rencontres · Découverte de la vie dauphinoise,Début d'année,,,,SOLD OUT,SOLD OUT,,Paris,,Lancement d'année · Rencontres · Découverte de la vie dauphinoise,Lancement d'année · Rencontres · Découverte de la vie dauphinoise,Start-of-year launch · Meetups · Discover Dauphine student life,Début d'année,Start of year,uploads/photos_now-1777708863357.jpg,uploads/DSC04314-scaled.jpg ; uploads/DSC04346-scaled.jpg,Begin's,,Réserver,,Dossier à remplir,Form to complete,OUI,,galerie-begins.html,Galerie photos des éditions →,OUI,OUI,NON,NON,current,NON
croisette,2,02,La Croisette,Croisière sur la Seine · Soirée d'intégration · Gratuit,Début d'année,2026-09-18,,,,,red,Paris,BIBI,Croisière sur la Seine · Soirée d'intégration · Gratuit,Croisière sur la Seine · Soirée d'intégration · Gratuit,River cruise on the Seine · Integration party · Free,Début d'année,Start of year,uploads/DSC04545-scaled.jpg,uploads/DSC04582-scaled.jpg ; uploads/DSC04400-scaled.jpg,La Croisette,,Réserver,,Dossier à remplir,Form to complete,OUI,,galerie-croisette.html,Galerie photos des éditions →,OUI,OUI,NON,NON,current,NON
wei,3,03,WEI — Weekend d'Intégration,600+ participants · 3 jours · Soirées thématiques,Rentrée,,,,,,,Paris,,600+ participants · 3 jours · Soirées thématiques,600+ participants · 3 jours · Soirées thématiques,600+ participants · 3 days · Themed parties,Rentrée,Back to school,uploads/DSC06115-scaled.jpg,uploads/DSC06186-scaled.jpg ; uploads/DSC05637-scaled.jpg,WEI — Weekend d'Intégration,,Réserver,uploads/dossier-wei.pdf,Dossier à remplir,Form to complete,OUI,,galerie-wei.html,Galerie photos des éditions →,OUI,OUI,NON,NON,current,OUI
nuitdauphine,4,04,Nuit Dauphine,Soirée électro-house · 30+ éditions · Clubs parisiens,Label Les Nuits,,,,,,,Paris,,Soirée électro-house · 30+ éditions · Clubs parisiens,Soirée électro-house · 30+ éditions · Clubs parisiens,Electro-house party · 30+ editions · Parisian clubs,Label Les Nuits,Les Nuits Label,uploads/DSC05851-scaled.jpg,uploads/DSC05819-scaled.jpg ; uploads/DSC05266-scaled.jpg,Nuit Dauphine,,Réserver,,Dossier à remplir,Form to complete,OUI,,galerie-nuitdauphine.html,Galerie photos des éditions →,OUI,OUI,OUI,OUI,current,NON
howwedau,5,05,How We Dau,"Showcases rap · Gazo, Gims, SCH, Laylow, PLK… · Bar record",Annuel · Club,,,,,,,Paris,,"Showcases rap · Gazo, Gims, SCH, Laylow, PLK… · Bar record","Showcases rap · Gazo, Gims, SCH, Laylow, PLK… · Bar record","Rap showcases · Gazo, Gims, SCH, Laylow, PLK… · Record bar",Annuel · Club,Annual · Club,uploads/DSC05863-scaled.jpg,uploads/cap-145216.png ; uploads/cap-144920.png,How We Dau,,Réserver,,Dossier à remplir,Form to complete,OUI,,galerie-howwedau.html,Galerie photos des éditions →,OUI,OUI,OUI,OUI,current,OUI
gala,6,06,Gala Dauphine,Chalet du Lac · 1 500+ personnes · Co-organisé PSL,Annuel · Chic,,,,,,,Paris,,Chalet du Lac · 1 500+ personnes · Co-organisé PSL,Chalet du Lac · 1 500+ personnes · Co-organisé PSL,"Chalet du Lac · 1,500+ people · Co-organised with PSL",Annuel · Chic,Annual · Gala,uploads/DSC04666-scaled.jpg,uploads/DSC04743-scaled.jpg ; uploads/DSC04627-scaled.jpg,Gala Dauphine 2025,,Réserver,,Dossier à remplir,Form to complete,OUI,,galerie-gala.html,Galerie photos des éditions →,OUI,OUI,NON,NON,current,NON
prixmode,7,07,Prix Mode,Défilés · Art contemporain · Remplace les JACES,Campus Dauphine,,,,,,,Paris,,Défilés · Art contemporain · Remplace les JACES,Défilés · Art contemporain · Remplace les JACES,Fashion shows · Contemporary art · Replaces JACES,Campus Dauphine,Dauphine Campus,uploads/DSC04479-scaled.jpg,uploads/DSC04346-scaled.jpg ; uploads/DSC04400-scaled.jpg,Prix Mode Dauphine,,Réserver,,Dossier à remplir,Form to complete,OUI,,galerie-prixmode.html,Galerie photos des éditions →,OUI,OUI,NON,NON,current,OUI
dauphinend,8,08,Dauph'End,Clôture de l'année universitaire,Annuel,,,,,,,Paris,,Clôture de l'année universitaire,Clôture de l'année universitaire,End of the academic year,Annuel,Annual,uploads/DSC04433-scaled.jpg,uploads/DSC04743-scaled.jpg ; uploads/DSC04627-scaled.jpg,Dauph'End,,Réserver,,Dossier à remplir,Form to complete,OUI,,galerie-dauphinend.html,Galerie photos des éditions →,OUI,OUI,NON,NON,current,NON
